Nome;Partido;Estado;Codigo;CD01O091O008804;CD01O091O008805;CD01O091O008806;CD01O091O008807;CD01O091O008808;CD01O092E008810;CD01O092E008811;CD01O092E008812;CD01O092E008813;CD01O094O008814;CD01O094O008815;CD01O094O008817;CD01O094O008818;CD01O100O008819;CD01O109O008822;CD01O109O008823;CD01O109O008824;CD01O109O008826;CD01O110E008832;CD01O111E008835;CD01O114E008846;CD01O122O008858;CD01O122O008859;CD01O123E008860;CD01O123E008861;CD01O123E008863;CD01O123E008864;CD01O123E008865;CD01O124E008866;CD01O124E008867;CD01O124E008868;CD01O124E008869;CD01O124E008870;CD01O124E008871;CD01O124E008872;CD01O124E008873;CD01O127E008874;CD01O127E008875;CD01O127E008876;CD01O127E008877;CD01O127E008878;CD01O127E008879;CD01O127E008880;CD01O127E008881;CD01O127E008883;CD01O127E008891;CD01O128E008893;CD01O128E008894;CD01O128E008895;Lado;tsne-1d-one;tsne-2d-two
JOÃO CARLOS BACELAR;PR;Bahia;187;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;GOVERNO;-13.30881;15.551252
DANIEL ALMEIDA;PCdoB;Bahia;188;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;-9.097707;-4.0725117
ANTONIO BRITO;PSD;Bahia;189;Não Votou;Não;Sim;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;14.743724;-15.682385
ABÍLIO SANTANA;PR;Bahia;190;Não Votou;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-3.0158656;14.59385
ADOLFO VIANA;PSDB;Bahia;191;Sim;Não;Não Votou;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não;GOVERNO;19.106827;-19.991543
ARTHUR OLIVEIRA MAIA;DEM;Bahia;192;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não Votou;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;4.1084213;-7.1593704
CACÁ LEÃO;PP;Bahia;193;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Art.;Não;Não;Não;Não;Não;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Sim;GOVERNO;-5.3641725;17.398708
ALEX SANTANA;PDT;Bahia;194;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Sim;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Sim;Obstrução;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;MINORIA;-7.5361104;12.501567
FÉLIX MENDONÇA JÚNIOR;PDT;Bahia;195;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Sim;Sim;Não;MINORIA;-3.6049225;-4.653316
CHARLES FERNANDES;PSD;Bahia;196;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;0.2470969;14.020958
IGOR KANNÁRIO;PHS;Bahia;197;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;2.840414;12.179805
ELMAR NASCIMENTO;DEM;Bahia;198;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;-4.395338;-15.378567
JOÃO ROMA;PRB;Bahia;199;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não Votou;GOVERNO;18.237844;-11.739227
LEUR LOMANTO JÚNIOR;DEM;Bahia;200;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Não;Sim;Sim;GOVERNO;13.884976;-7.716881
JOSÉ NUNES;PSD;Bahia;201;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não;Não;Não;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;GOVERNO;22.813702;-12.330389
JOSÉ ROCHA;PR;Bahia;203;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-7.8594694;25.181908
JORGE SOLLA;PT;Bahia;204;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;OPOSIÇÃO;-19.719845;17.275978
MARCELO NILO;PSB;Bahia;205;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;OPOSIÇÃO;-13.087184;-8.493091
OTTO ALENCAR FILHO;PSD;Bahia;206;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Obstrução;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Abstenção;Não;Não Votou;Não;Sim;Não;Não Votou;Abstenção;Abstenção;Abstenção;Não Votou;Não;Abstenção;Abstenção;Abstenção;Abstenção;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-2.1954691;17.394033
PASTOR SARGENTO ISIDÓRIO;Avate;Bahia;207;Obstrução;Abstenção;Não;Abstenção;Não Votou;Sim;Sim;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;MINORIA;-2.0821452;-3.382417
MÁRIO NEGROMONTE JR.;PP;Bahia;208;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não;Não;Não;Obstrução;Não;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Sim;Sim;GOVERNO;-8.706619;22.903473
NELSON PELLEGRINO;PT;Bahia;209;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;-10.874435;-13.897098
PROFESSORA DAYANE PIMENTEL;PSL;Bahia;210;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;GOVERNO;17.640245;-4.1889625
RAIMUNDO COSTA;PR;Bahia;211;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;5.8764668;-7.725513
MÁRCIO MARINHO;PRB;Bahia;212;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;GOVERNO;8.044176;-7.122857
TITO;Avate;Bahia;214;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Não Votou;MINORIA;7.544848;-12.300791
PAULO AZI;DEM;Bahia;215;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;6.48337;-14.340857
RONALDO CARLETTO;PP;Bahia;216;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não;Não;Sim;Sim;GOVERNO;-5.415269;15.322429
ZÉ NETO;PT;Bahia;217;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;OPOSIÇÃO;-15.237128;16.286213
VALMIR ASSUNÇÃO;PT;Bahia;218;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Sim;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não;Não Votou;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não;Sim;Sim;Sim;OPOSIÇÃO;-20.979841;18.454672
WALDENOR PEREIRA;PT;Bahia;219;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Não;Sim;Sim;Sim;OPOSIÇÃO;-12.677231;-6.825755
ULDURICO JUNIOR;PROS;Bahia;220;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-2.709206;14.873575
AÉCIO NEVES;PSDB;Minas Gerais;221;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;GOVERNO;-6.0880446;-14.965585
ALÊ SILVA;PSL;Minas Gerais;222;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-0.2899301;24.228323
ANDRÉ JANONES;Avate;Minas Gerais;223;Obstrução;Não;Sim;Sim;Obstrução;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Sim;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;MINORIA;-9.193833;29.547918
ÁUREA CAROLINA;PSOL;Minas Gerais;224;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;-10.052365;-14.503401
CABO JUNIO AMARAL;PSL;Minas Gerais;225;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;16.940287;-14.949902
CHARLLES EVANGELISTA;PSL;Minas Gerais;226;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;16.200201;-14.146774
DELEGADO MARCELO FREITAS;PSL;Minas Gerais;227;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não;Sim;Sim;GOVERNO;17.287447;-6.920856
DIEGO ANDRADE;PSD;Minas Gerais;228;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Não;Sim;GOVERNO;-1.0019948;-10.436516
DR. FREDERICO;Patriota;Minas Gerais;229;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;1.1628001;14.405743
EDUARDO BARBOSA;PSDB;Minas Gerais;230;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Não;Não;Não;Sim;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;2.447758;11.178527
DIMAS FABIANO;PP;Minas Gerais;231;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;8.068297;-4.1396346
BILAC PINTO;DEM;Minas Gerais;232;Não Votou;Não Votou;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Não Votou;Não;Não;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;13.61955;-10.451476
DOMINGOS SÁVIO;PSDB;Minas Gerais;233;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-1.0272807;11.540377
EMIDINHO MADEIRA;PSB;Minas Gerais;234;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;Sim;Abstenção;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;OPOSIÇÃO;12.381512;0.7713956
MARCELO ARO;PP;Minas Gerais;236;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Não;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-12.386869;14.323629
MARGARIDA SALOMÃO;PT;Minas Gerais;237;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;OPOSIÇÃO;-9.81939;-9.846022
FÁBIO RAMALHO;MDB;Minas Gerais;238;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-3.882048;13.715348
MÁRIO HERINGER;PDT;Minas Gerais;239;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;MINORIA;-5.0815334;-9.9197645
