Nome;Partido;Estado;Codigo;CC01O010E008955;CD01O185E008959;CD01O185E008960;CD01O187E008961;CD01O187E008962;CD01O187E008963;CD01O187E008964;CD01O187E008965;CD01O188E008966;CD01O188E008967;CD01O188E008968;CD01O189E008969;CD01O189E008970;CD01O189E008971;CD01O189E008972;CD01O191E008973;CD01O191E008974;CD01O191E008975;CD01O192E008976;CD01O192E008977;CD01O192E008978;CD01O192E008979;CD01O194E008980;CD01O194E008981;CD01O194E008982;CD01O194E008983;CD01O195E008984;CD01O195E008985;CD01O195E008986;CD01O195E008988;CD01O196E008989;CD01O196E008990;CD01O196E008991;CD01O196E008992;CD01O196E008993;Lado;tsne-1d-one;tsne-2d-two
MIGUEL LOMBARDI;PL;São Paulo;378;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;13.013497;10.891854
PR. MARCO FELICIANO;Podemos;São Paulo;379;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;MINORIA;-8.370206;2.1665704
PAULO FREIRE COSTA;PL;São Paulo;380;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;10.333002;16.462317
LUIZ FLÁVIO GOMES;PSB;São Paulo;381;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;7.49822;-3.4413333
NILTO TATTO;PT;São Paulo;382;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Não;Não;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;OPOSIÇÃO;-19.743406;-9.335031
RICARDO IZAR;PP;São Paulo;383;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-34.638012;-11.276245
RODRIGO AGOSTINHO;PSB;São Paulo;384;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;19.811996;-2.0281277
ROBERTO DE LUCENA;Podemos;São Paulo;385;Não Votou;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;MINORIA;-8.533615;-8.783342
ORLANDO SILVA;PCdoB;São Paulo;386;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-8.383139;-11.234989
ROBERTO ALVES;PRB;São Paulo;387;Não Votou;Sim;Não;Não Votou;Não;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;Sim;GOVERNO;-24.860498;-16.250237
ROSANA VALLE;PSB;São Paulo;388;Não;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;18.829988;15.300577
SAMUEL MOREIRA;PSDB;São Paulo;389;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;GOVERNO;-19.394438;-9.920234
RUI FALCÃO;PT;São Paulo;390;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;20.189678;15.502782
SÂMIA BOMFIM;PSOL;São Paulo;391;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;OPOSIÇÃO;-35.72934;-13.590706
TIRIRICA;PL;São Paulo;392;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não Votou;Sim;MINORIA;-36.742317;-10.462725
TABATA AMARAL;PDT;São Paulo;393;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-18.541092;-11.568619
VANDERLEI MACRIS;PSDB;São Paulo;394;Não Votou;Não;Sim;Não Votou;Não;Sim;Não;Não;Não;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Sim;Não;Abstenção;Não;Não;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;GOVERNO;-6.5533805;-7.101086
VINICIUS POIT;NOVO;São Paulo;395;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;21.934494;15.317888
VICENTINHO;PT;São Paulo;396;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;31.78833;13.26286
VINICIUS CARVALHO;PRB;São Paulo;397;Sim;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Sim;Sim;Sim;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-29.779146;-16.255075
CARLOS ZARATTINI;PT;São Paulo;398;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;21.06178;19.46595
VITOR LIPPI;PSDB;São Paulo;399;Sim;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Obstrução;Não;Não;Não;Não Votou;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-38.665222;-13.266825
CARLOS BEZERRA;MDB;Mato Grosso;400;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Sim;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Não;Não;Não;Sim;Abstenção;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;21.805946;12.191056
JUAREZ COSTA;MDB;Mato Grosso;401;Sim;Não Votou;Não Votou;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;GOVERNO;0.5881288;-3.3988962
DR. LEONARDO;Solidariedade;Mato Grosso;402;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;16.51039;14.710212
EMANUEL PINHEIRO NETO;PTB;Mato Grosso;403;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;14.752343;22.806044
JOSÉ MEDEIROS;Podemos;Mato Grosso;404;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;4.0033717;-1.9991596
NELSON BARBUDO;PSL;Mato Grosso;405;Sim;Sim;Não;Não;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Sim;Sim;GOVERNO;11.482531;5.3654423
NERI GELLER;PP;Mato Grosso;406;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;17.253035;15.119319
ERIKA KOKAY;PT;Distrito Federal;407;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;8.121279;-4.0188174
PROFESSORA ROSA NEIDE;PT;Mato Grosso;408;Não;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;OPOSIÇÃO;-35.97927;-10.541707
BIA KICIS;PSL;Distrito Federal;409;Sim;Abstenção;Abstenção;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-37.526398;-12.7778425
CELINA LEÃO;PP;Distrito Federal;410;Não Votou;Sim;Não;Não;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;26.156889;12.816396
FLÁVIA ARRUDA;PL;Distrito Federal;411;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;3.4617302;-7.729336
JULIO CESAR RIBEIRO;PRB;Distrito Federal;412;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;5.464433;-7.2140503
PAULA BELMONTE;CIDADANIA;Distrito Federal;414;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;17.528004;20.744942
PROFESSOR ISRAEL BATISTA;PV;Distrito Federal;415;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;-9.36464;6.5616436
ADRIANO DO BALDY;PP;Goiás;416;Sim;Não;Sim;Não Votou;Sim;Não;Não Votou;Não;Sim;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não;Não Votou;Não;Sim;GOVERNO;-20.262712;-27.551456
CÉLIO SILVEIRA;PSDB;Goiás;417;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;1.8039193;-1.0276207
JOÃO CAMPOS;PRB;Goiás;418;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;17.683441;12.888935
ALCIDES RODRIGUES;Patriota;Goiás;419;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;6.5073185;7.021226
DR. ZACHARIAS CALIL;DEM;Goiás;420;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;14.99806;10.379889
DELEGADO WALDIR;PSL;Goiás;421;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;19.413359;10.173421
FLÁVIA MORAIS;PDT;Goiás;422;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;19.213612;3.187016
ELIAS VAZ;PSB;Goiás;423;Obstrução;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-11.405623;-14.395672
FRANCISCO JR.;PSD;Goiás;424;Sim;Abstenção;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Obstrução;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-21.433968;-26.98802
RUBENS OTONI;PT;Goiás;425;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;10.7462;-6.157188
GLAUSTIN FOKUS;PSC;Goiás;426;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-36.273247;-11.937731
JOSE MARIO SCHREINER;DEM;Goiás;427;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;27.068428;11.797607
JOSÉ NELTO;Podemos;Goiás;428;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;21.413122;9.96301
MAJOR VITOR HUGO;PSL;Goiás;429;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;6.1997843;7.8082542
LUCAS VERGILIO;Solidariedade;Goiás;430;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;19.149954;6.56133
MAGDA MOFATTO;PL;Goiás;431;Sim;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;21.19219;-0.28375146
PROFESSOR ALCIDES;PP;Goiás;432;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;8.622846;15.267274
BETO PEREIRA;PSDB;Mato Grosso do Sul;433;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;2.4144275;-1.2266909
DAGOBERTO NOGUEIRA;PDT;Mato Grosso do Sul;434;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;20.435324;12.534639
DR. LUIZ OVANDO;PSL;Mato Grosso do Sul;435;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-20.458519;-16.67832
FÁBIO TRAD;PSD;Mato Grosso do Sul;436;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;15.425853;8.401902
VANDER LOUBET;PT;Mato Grosso do Sul;438;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;6.1808324;-2.4415402
LOESTER TRUTIS;PSL;Mato Grosso do Sul;439;Sim;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;5.8619714;14.56629
ROSE MODESTO;PSDB;Mato Grosso do Sul;440;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-28.115744;-11.086285
ALIEL MACHADO;PSB;Paraná;441;Obstrução;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;19.621119;17.137222
CHRISTIANE DE SOUZA YARED;PL;Paraná;442;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;-7.6248755;8.366327
ALINE SLEUTJES;PSL;Paraná;443;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-24.191807;-24.086649
AROLDO MARTINS;PRB;Paraná;444;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;18.072102;13.900204
BOCA ABERTA;PROS;Paraná;445;Não Votou;Não;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;20.983757;10.065291
FELIPE FRANCISCHINI;PSL;Paraná;446;Sim;Não;Não;Não Votou;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;24.797117;2.043587
DIEGO GARCIA;Podemos;Paraná;447;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;MINORIA;-21.130356;-23.000547
HERMES PARCIANELLO;MDB;Paraná;448;Abstenção;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;15.088599;16.08036
ENIO VERRI;PT;Paraná;449;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;23.374609;7.142296
FILIPE BARROS;PSL;Paraná;450;Não Votou;Sim;Não;Não Votou;Não;Obstrução;Obstrução;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;GOVERNO;18.172466;24.27377
GLEISI HOFFMANN;PT;Paraná;451;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Não;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;OPOSIÇÃO;-29.974922;-16.97401
GUSTAVO FRUET;PDT;Paraná;452;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;MINORIA;23.409771;1.3229549
LEANDRE;PV;Paraná;453;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Não Votou;Não Votou;Obstrução;Sim;Não Votou;Não;Não Votou;Não;Não;Não;Não Votou;MINORIA;-26.097002;-11.943532
